repo	module_scope	components	comp_basis	comp_conf	detector_version
dchwebb/Addatone	Hardware/ARM_Dev_Board	SMD	kicad footprints (files=2: STM32L152_Dev_Board 1.1.kicad_pcb, STM32L152_Dev_Board.kicad_pcb): smd=30 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
dchwebb/DisPhaze	.	SMD	kicad footprints (files=3: DisPhaze.kicad_pcb, DisPhaze_Panel.kicad_pcb, Disphaze_Larger_MCU_Pads.kicad_pcb): smd=120 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
dchwebb/DisPhaze	Hardware/bu	SMD	kicad footprints (files=3: DisPhaze.kicad_pcb, DisPhaze_Panel.kicad_pcb, DisPhaze_Panel_mk2.5.kicad_pcb): smd=10 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
dchwebb/DisPhaze	Hardware_v3	SMD	kicad footprints (files=2: DisPhaze_Components.kicad_pcb, DisPhaze_Panel.kicad_pcb): smd=63 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
dchwebb/DisPhaze	Hardware_v3.5	SMD	kicad footprints (files=2: DisPhaze_Components.kicad_pcb, DisPhaze_Panel.kicad_pcb): smd=63 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
dchwebb/Kishoof	.	SMD	kicad footprints (files=4: Kishoof_Components.kicad_pcb, Kishoof_Controls.kicad_pcb, Kishoof_Panel.kicad_pcb, Kishoof_screen.kicad_pcb): smd=83 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
dchwebb/Kishoof	Hardware/Combined_Controls_Components	SMD	kicad footprints (files=3: Kishoof_Components.kicad_pcb, Kishoof_Panel.kicad_pcb, Kishoof_screen.kicad_pcb): smd=85 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
dchwebb/Kishoof	Hardware/Kishoof_Controls	SMD	kicad footprints (files=1: Kishoof_Controls.kicad_pcb): smd=2 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
dchwebb/Kishoof	Hardware/Kishoof_Panel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
dchwebb/Kishoof	bu/Proto_Hardware	SMD	kicad footprints (files=3: Retrospector_Components.kicad_pcb, Retrospector_Controls.kicad_pcb, Retrospector_Panel.kicad_pcb): smd=107 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
dchwebb/Oscar	.	SMD	BOM (files=1: BOM.md): smd=19 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Stated	19
dchwebb/Oscar	Hardware_v3	SMD	kicad footprints (files=4: lcd_Daughterboard.kicad_pcb, oscar_components.kicad_pcb, oscar_panel.kicad_pcb, oscar_panel_nousb_variant.kicad_pcb): smd=45 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
dchwebb/Oscar	Hardware_v3/jlcpcb	SMD	BOM [no package named for 5 part(s)] (files=1: Hardware_v3/jlcpcb/production_files/BOM-oscar_components.csv): smd=42 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Stated	19
dchwebb/Oscar	Old/Hardware_v1	SMD	kicad footprints (files=1: oscar.kicad_pcb): smd=36 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
squaresolid/benjolin_gorga	Benjolin Gorga/pcbway_production/2024-03-05-21-01-24	both	BOM (files=1: Benjolin Gorga/pcbway_production/2024-03-05-21-01-24/Benjolin Gorga.kicad_pcb_bom.csv): smd=105 tht_passive=40 tht_to=2 tht_ic=1 (panel excluded) smd_ic=0	Stated	19
StudioKAT/DualTimbre	v1.0	SMD	kicad footprints (files=1: Dual Timbre_v1.0.kicad_pcb): smd=113 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
StudioKAT/DualTimbre	v1.1	SMD	kicad footprints (files=1: Dual Timbre_v1.1.kicad_pcb): smd=113 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
StudioKAT/R2R-DAC	v1.0	SMD	kicad footprints (files=1: R2R DAC.kicad_pcb): smd=17 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
StudioKAT/R2R-DAC	v2.0	SMD	kicad footprints (files=1: R2R DAC v2.kicad_pcb): smd=26 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
StudioKAT/Toolbox	v1.0	SMD	kicad footprints (files=1: Toolbox_v1.0.kicad_pcb): smd=203 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=12	Strong	19
StudioKAT/Toolbox	v2.1	SMD	kicad footprints (files=1: Toolbox_v2.1.kicad_pcb): smd=205 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=14	Strong	19
svgeesus/ondesModulaire	dual comparator	THT	eagle packages (files=1: comparator.brd): smd=0 tht_passive=27 tht_to=0 tht_ic=4 (panel excluded) smd_ic=0	Strong	19
svgeesus/ondesModulaire	keyboard	both	eagle packages (files=2: dac2b-only.brd, matrix-only.brd): smd=1 tht_passive=18 tht_to=0 tht_ic=3 (panel excluded) smd_ic=1	Strong	19
svgeesus/ondesModulaire	offsets	both	eagle packages (files=2: offsets-7x.brd, offsets.brd): smd=104 tht_passive=26 tht_to=0 tht_ic=2 (panel excluded) smd_ic=6	Strong	19
svgeesus/ondesModulaire	precision rectifier	THT	eagle packages (files=1: offset_rectifier.brd): smd=0 tht_passive=25 tht_to=0 tht_ic=4 (panel excluded) smd_ic=0	Strong	19
svgeesus/ondesModulaire	transpositeurs	both	eagle packages (files=1: digibuttons.brd): smd=16 tht_passive=10 tht_to=0 tht_ic=1 (panel excluded) smd_ic=3	Strong	19
TomWhitwell/TuringMachine	.	THT	eagle packages (files=3: TuringBack.brd, TuringFront.brd, TuringPanel.brd): smd=0 tht_passive=76 tht_to=4 tht_ic=10 (panel excluded) smd_ic=0	Strong	19
TomWhitwell/TuringMachine	Collateral/Older Versions	THT	eagle packages (files=1: TuringMachine_singleBoard.brd): smd=0 tht_passive=70 tht_to=4 tht_ic=10 (panel excluded) smd_ic=0	Strong	19
TomWhitwell/TuringMachine	Collateral/PDF Schematics		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
vaeinoe/moraydular	156bus_narrow		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
vaeinoe/moraydular	my_little_euro		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
vaeinoe/moraydular	powerbus		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
vaeinoe/moraydular	virta		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VoltageFoundryMod/IRONMix	.	SMD	kicad footprints (files=2: 4HP_Front_panel.kicad_pcb, IRONMix.kicad_pcb): smd=61 tht_passive=4 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
VoltageFoundryMod/IRONMix	V1	SMD	kicad footprints (files=2: IRONMix_Frontboard_V1.kicad_pcb, IRONMix_Mainboard_V1.kicad_pcb): smd=61 tht_passive=4 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
VoltageFoundryMod/IRONMix	V1/jlcpcb	SMD	BOM (files=3: V1/jlcpcb/production_files/BOM-4HP_Front_panel.csv, V1/jlcpcb/production_files/BOM-IRONMix_Frontboard_V1.csv, V1/jlcpcb/production_files/BOM-IRONMix_Mainboard_V1.csv): smd=71 tht_passive=4 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Stated	19
vonkonow/LEET-Modular	.		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
vonkonow/LEET-Modular	build_pcb		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
vult-dsp/Vult-DIY-Resources	Fuser		BOM [no package named for 38 part(s)] (files=1: Fuser/Vult Fuser BOM.xlsx): smd=0 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Deferred	19
vult-dsp/Vult-DIY-Resources	Vorg		BOM [no package named for 52 part(s)] (files=1: Vorg/Vult Vorg BOM.xlsx): smd=0 tht_passive=0 tht_to=0 tht_ic=4 (panel excluded) smd_ic=0	Weak	19
vult-dsp/Vult-DIY-Resources	Wolv		BOM [no package named for 78 part(s)] (files=1: Wolv/Vult Wolv BOM.xlsx): smd=0 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Deferred	19
wntrblm/Helium	.	SMD	kicad footprints (files=1: board.kicad_pcb): smd=45 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
wntrblm/Helium	hardware/faceplate		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
wntrblm/Helium	hardware/hubble-lens	SMD	kicad footprints (files=1: hubble-lens.kicad_pcb): smd=3 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
wntrblm/Neptune	.	SMD	kicad footprints (files=1: mainboard.kicad_pcb): smd=209 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
wntrblm/Neptune	hardware/faceplate		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
wntrblm/Neptune	hardware/hubble-lens	SMD	kicad footprints (files=1: hubble-lens.kicad_pcb): smd=23 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
wntrblm/Speak_to_Me	.	SMD	kicad footprints (files=1: board.kicad_pcb): smd=40 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
wntrblm/Speak_to_Me	hardware/faceplate		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
wntrblm/Speak_to_Me	hardware/headphone-breakout		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
wntrblm/Speak_to_Me	hardware/hubble-lens		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
acobley/Analog-Voice	AJH_100_ADSR	SMD	eagle packages (files=1: AJH_100m_ADSR_1_0.brd): smd=56 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=12	Strong	19
acobley/Analog-Voice	AJH_2V_VCA	SMD	eagle packages (files=1: AJH_2v_v1_03.brd): smd=73 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
acobley/Analog-Voice	AJH_Headphone_Amp	SMD	eagle packages (files=1: AJH_HeadphoneAmp_01.brd): smd=18 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
acobley/Analog-Voice	AJH_LPG	SMD	eagle packages (files=1: lpg_v21_4hp.brd): smd=38 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
acobley/Analog-Voice	AJH_SSI2144	SMD	eagle packages (files=1: AJH_ss12144_01_4hp.brd): smd=46 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
BruteClaw/Analog-Synth	Unfinished Designs/Drums/Maraca		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Maraca.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Drums/Mid_Conga		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Mid_Conga.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Drums/Mid_Tom		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Mid_Tom.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Drums/Open_Hi_Hat		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Open_Hi_Hat.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Drums/RimShot		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): RimShot.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Drums/Snare		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Snare.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Echo		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Echo.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Keyboard		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Keyboard.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Ladder_Filter		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Ladder_Filter.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Mixer		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Mixer.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Phase_Shifter		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Phase_Shifter.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Reverb		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Reverb.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Ring_Modulator		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Ring_Modulator.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Sequencer		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Sequencer.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Splitters		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Splitters.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/VCA		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): VCA.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/VCO		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): VCO.kicad_pcb (51 bytes)	Deferred	19
bummbummgarage/bummbummgarage.github.io	modules/and toggle		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bummbummgarage/bummbummgarage.github.io	modules/chord-organ-0.1		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bummbummgarage/bummbummgarage.github.io	modules/clock-ii-0.1		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bummbummgarage/bummbummgarage.github.io	modules/clock-multiplier/Rev1		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bummbummgarage/bummbummgarage.github.io	modules/clock-multiplier/Rev2		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bummbummgarage/bummbummgarage.github.io	modules/clock-multiplier/Rev2/ATMega Standalone		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bummbummgarage/bummbummgarage.github.io	modules/distortion		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bummbummgarage/bummbummgarage.github.io	modules/envelope-follower/Rev1		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bummbummgarage/bummbummgarage.github.io	modules/envelope-follower/Rev2		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bummbummgarage/bummbummgarage.github.io	modules/envelope-follower/Rev3		easyeda pcb json [unclassified: CAPACITORx6 CAPACITORx2 DIODEx1 INTEGRATEDx1 RESISTORx11] (files=2: 1-PCB_PCB.json, 2-PCB_Panel.json): smd=0 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Weak	19
bummbummgarage/bummbummgarage.github.io	modules/envelope-follower/Rev4		easyeda pcb json [unclassified: CAPACITORx6 CAPACITORx2 DIODEx1 INTEGRATEDx1 RESISTORx11] (files=2: PCB.json, Panel.json): smd=0 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Weak	19
bummbummgarage/bummbummgarage.github.io	modules/envelope-generator-0.1		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bummbummgarage/bummbummgarage.github.io	modules/envelope-generator-II-0.1		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
AidanTek/ElectricNoodleBox	ModularSeries/MirrorsDualAttenuverter	THT	eagle packages (files=3: Mirrors_Controls.brd, MirrorsDualAttenuverter.brd, Mirrors_Panel.brd): smd=0 tht_passive=52 tht_to=4 tht_ic=2 (panel excluded) smd_ic=0	Strong	19
AidanTek/ElectricNoodleBox	ModularSeries/MirrorsDualAttenuverter/Controls	THT	eagle packages (files=1: Mirrors_Controls.brd): smd=0 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
AidanTek/ElectricNoodleBox	ModularSeries/PortalsDualExpVCA	THT	eagle packages (files=4: Portals_Controls.brd, PortalsMJPanel.brd, PortalsNanaPanel.brd, PortalsDualExpVCA.brd): smd=0 tht_passive=53 tht_to=4 tht_ic=3 (panel excluded) smd_ic=0	Strong	19
AidanTek/ElectricNoodleBox	ModularSeries/PortalsDualExpVCA/Controls	THT	eagle packages (files=1: Portals_Controls.brd): smd=0 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
AidanTek/ElectricNoodleBox	ModularSeries/PrismTricoreVCO	THT	eagle packages (files=4: Prism_Controls.brd, PrismMJPanel.brd, PrismNanaPanel.brd, PrismTricoreVCO.brd): smd=0 tht_passive=46 tht_to=4 tht_ic=3 (panel excluded) smd_ic=0	Strong	19
AidanTek/ElectricNoodleBox	ModularSeries/PrismTricoreVCO/Controls	THT	eagle packages (files=1: Prism_Controls.brd): smd=0 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
AidanTek/ElectricNoodleBox	ModularSeries/SaltwatersVCEcho	THT	eagle packages (files=3: SaltwatersEchoControls.brd, SaltwatersNanaPanel.brd, SaltwatersEchoCore.brd): smd=0 tht_passive=91 tht_to=7 tht_ic=5 (panel excluded) smd_ic=0	Strong	19
AidanTek/ElectricNoodleBox	ModularSeries/SaltwatersVCEcho/Controls	THT	eagle packages (files=1: SaltwatersEchoControls.brd): smd=0 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
AidanTek/ElectricNoodleBox	ModularSeries/TheLeftHandPathFoC	THT	eagle packages (files=3: LeftHandPath_Controls.brd, LeftHandPath.brd, LeftHandPath_Panel.brd): smd=0 tht_passive=75 tht_to=7 tht_ic=5 (panel excluded) smd_ic=0	Strong	19
AidanTek/ElectricNoodleBox	ModularSeries/TheLeftHandPathFoC/Controls	THT	eagle packages (files=1: LeftHandPath_Controls.brd): smd=0 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
AidanTek/ElectricNoodleBox	ModularSeries/TheRightHandPathSVG	THT	eagle packages [superseded, not counted: TRHPSVG_Controls.brd] (files=2: TRHPSVG_Controls_v2.brd, TheRightHandPathSVG.brd): smd=0 tht_passive=109 tht_to=1 tht_ic=7 (panel excluded) smd_ic=0	Strong	19
AidanTek/ElectricNoodleBox	ModularSeries/TheRightHandPathSVG/Controls	THT	eagle packages [superseded, not counted: TRHPSVG_Controls.brd] (files=1: TRHPSVG_Controls_v2.brd): smd=0 tht_passive=46 tht_to=0 tht_ic=1 (panel excluded) smd_ic=0	Strong	19
AidanTek/ElectricNoodleBox	ModularSeries/TimeSeedsVPClock	THT	eagle packages (files=3: TimeSeedsControls.brd, TimeSeed_Panel.brd, TimeSeedsVPClock.brd): smd=0 tht_passive=67 tht_to=2 tht_ic=3 (panel excluded) smd_ic=0	Strong	19
AidanTek/ElectricNoodleBox	ModularSeries/TimeSeedsVPClock/Controls	THT	eagle packages (files=1: TimeSeedsControls.brd): smd=0 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
AidanTek/ElectricNoodleBox	ModularSeries/TransientsVCFG	THT	eagle packages (files=3: TransientsControls.brd, TransientsNanaPanel.brd, TransientsVCFG.brd): smd=0 tht_passive=130 tht_to=16 tht_ic=8 (panel excluded) smd_ic=0	Strong	19
AidanTek/ElectricNoodleBox	ModularSeries/TransientsVCFG/Controls	THT	eagle packages (files=1: TransientsControls.brd): smd=0 tht_passive=7 tht_to=2 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
BruteClaw/Analog-Synth	Unfinished Designs/Chorus		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Chorus.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Comb_Filter	SMD	kicad footprints (files=1: Comb_Filter.kicad_pcb): smd=125 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
BruteClaw/Analog-Synth	Unfinished Designs/Delay		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Delay.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Distortion		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Distortion.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Drums/Bass		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Bass.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Drums/Clap		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Clap.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Drums/Claves		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Claves.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Drums/Closed_Hi_Hat		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Closed_Hi_Hat.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Drums/Cow_Bells		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Cow_Bells.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Drums/Cymbals		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Cymbals.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Drums/High_Conga		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): High_Conga.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Drums/High_Tom		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): High_Tom.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Drums/Low_Conga		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Low_Conga.kicad_pcb (51 bytes)	Deferred	19
BruteClaw/Analog-Synth	Unfinished Designs/Drums/Low_Tom		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Low_Tom.kicad_pcb (51 bytes)	Deferred	19
little-scale/eurorack	chromatic_drum_gate_sync	THT	eagle packages (files=1: chromatic_drum_gate_sync.brd): smd=0 tht_passive=12 tht_to=0 tht_ic=1 (panel excluded) smd_ic=0	Strong	19
little-scale/eurorack	euroWS2811		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
little-scale/eurorack	eurocon_board_quad	THT	eagle packages (files=1: eurocon_board_04.brd): smd=0 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
little-scale/eurorack	exo_sequencer	THT	eagle packages (files=2: exo_sequencer.brd, exo_sequencer_back.brd): smd=0 tht_passive=56 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
little-scale/eurorack	quad_probability_gate	THT	eagle packages (files=1: quad_probability_gate.brd): smd=0 tht_passive=16 tht_to=1 tht_ic=1 (panel excluded) smd_ic=0	Strong	19
matthewcieplak/super-sixteen	.	both	kicad footprints (files=1: Super Sixteen v1.kicad_pcb): smd=1 tht_passive=68 tht_to=11 tht_ic=5 (panel excluded) smd_ic=1	Strong	19
matthewcieplak/super-sixteen	kicad-control-board	THT	kicad footprints (files=1: kicad-control-board.kicad_pcb): smd=0 tht_passive=34 tht_to=5 tht_ic=3 (panel excluded) smd_ic=0	Strong	19
matthewcieplak/super-sixteen	kicad-control-board-smt	SMD	kicad footprints (files=1: kicad-control-board-smt.kicad_pcb): smd=42 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
matthewcieplak/super-sixteen	kicad-control-board-smt/bom-onboard	SMD	BOM (files=1: kicad-control-board-smt/bom-onboard/kicad-control-board-smt-bom-smt-only.xlsx): smd=42 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Stated	19
matthewcieplak/super-sixteen	kicad-cpu-board	both	kicad footprints (files=1: kicad-cpu-board.kicad_pcb): smd=1 tht_passive=41 tht_to=6 tht_ic=3 (panel excluded) smd_ic=1	Strong	19
matthewcieplak/super-sixteen	kicad-cpu-board-smt	SMD	kicad footprints (files=1: kicad-cpu-board-smt.kicad_pcb): smd=52 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
matthewcieplak/super-sixteen	kicad-panel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
MMImodular/Modules	Attenumults	SMD	eagle packages (files=1: Attenumults_Rev 6.brd): smd=84 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
MMImodular/Modules	Cirrus	SMD	eagle packages (files=1: Cirrus.brd): smd=122 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=8	Strong	19
MMImodular/Modules	DDB Power Supply	both	eagle packages (files=1: DDB Power Supply.brd): smd=6 tht_passive=17 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
MMImodular/Modules	Octaverter	SMD	eagle packages (files=1: Octaverter Rev 5.brd): smd=110 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=8	Strong	19
MMImodular/Modules	Passive Attenuator/Quick Fix Mix	SMD	eagle packages (files=1: Quick Fix Mix.brd): smd=5 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
MMImodular/Modules	Passive Attenuator/Quick Mix	SMD	eagle packages (files=1: Quick Mix.brd): smd=5 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
MMImodular/Modules	Planks	SMD	eagle packages (files=1: Planks_Rev2.brd): smd=25 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
MMImodular/Modules	Quarks		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Quarks Panel.brd (not XML or no elements, 37671 bytes)	Deferred	19
